flight_id,flight_number,airline,aircraft_model,origin_airport_id,origin_airport_code_x,origin_city_x,origin_country_x,destination_airport_id,destination_airport_code_x,destination_city_x,destination_country_x,distance_km,estimated_flight_time_hours,ticket_cost_usd,fuel_used_liters,reliability_score,departure_datetime,arrival_datetime,departure_hour,arrival_hour,day,month,year,flight_status,weather_condition,passenger_capacity,occupied_seats,cargo_weight_kg,delay_minutes,gate_number,terminal,origin_airport_code_y,origin_airport_name,origin_city_y,origin_country_y,origin_airport_type,origin_latitude,origin_longitude,origin_elevation_meters,origin_runways,origin_timezone,destination_airport_code_y,destination_airport_name,destination_city_y,destination_country_y,destination_airport_type,destination_latitude,destination_longitude,destination_elevation_meters,destination_runways,destination_timezone
253,LA343,Copa Airlines,Boeing 787,1265,AP1265,Lake Veronica,France,150,AP0150,Maldonadotown,Mexico,7741.46,9.41,927.44,30031.89,0.89,2024-10-27 21:20:46,2024-10-28 06:45:22,21,6,27,10,2024,Cancelled,Rainy,117,329,6891.33,114,G44,T1,AP1265,"Lopez, Pena and Miller Airport",Lake Veronica,France,Regional,14.919103,-110.726376,4438,5,UTC+9,AP0150,"Wang, Burns and Lopez Airport",Maldonadotown,Mexico,National,22.907425,-36.906003,657,3,UTC+9
254,AA1736,British Airways,ATR 72,779,AP0779,North Kevinhaven,Argentina,2082,AP2082,West Colinland,Brazil,11363.18,13.37,1062.71,32922.74,0.84,2024-05-27 23:40:06,2024-05-28 13:02:18,23,13,27,5,2024,On Time,Storm,135,256,25794.16,70,G61,T3,AP0779,"Carlson, Jenkins and Morrison Airport",North Kevinhaven,Argentina,International,-32.199103,-75.745692,3730,5,UTC+1,AP2082,"Brown, Spencer and Brewer Airport",West Colinland,Brazil,National,68.875453,-96.127614,1779,3,UTC-5
255,DL6376,United Airlines,Boeing 787,1275,AP1275,Clarkview,Qatar,515,AP0515,Connieton,Chile,12720.65,17.24,2468.67,57285.4,0.87,2025-07-14 03:10:04,2025-07-14 20:24:28,3,20,14,7,2025,Cancelled,Sunny,287,101,14008.5,196,G30,T1,AP1275,Johnson Inc Airport,Clarkview,Qatar,National,63.669632,-83.05649,2607,4,UTC+3,AP0515,"Harvey, Clark and Andrews Airport",Connieton,Chile,Regional,-24.855901,12.128243,458,2,UTC+3
256,SK4500,Qatar Airways,Boeing 787,93,AP0093,Mcdonaldfurt,Chile,729,AP0729,East Royfurt,Australia,17462.4,24.91,3001.48,73573.38,0.79,2025-06-02 18:10:09,2025-06-03 19:04:45,18,19,2,6,2025,Delayed,Sunny,167,125,21449.37,16,G46,T2,AP0093,"Knapp, Murray and Sherman Airport",Mcdonaldfurt,Chile,Regional,-46.422704,164.622817,329,1,UTC-4,AP0729,Johnson-Garcia Airport,East Royfurt,Australia,National,28.707756,-34.037652,1640,5,UTC-5
257,IB2386,United Airlines,Boeing 737,469,AP0469,Milesberg,Australia,1796,AP1796,East Adam,Japan,17447.25,22.25,2012.97,62179.86,0.83,2025-12-03 20:10:44,2025-12-04 18:25:44,20,18,3,12,2025,Delayed,Cloudy,95,304,25689.22,124,G76,T4,AP0469,Pierce-Erickson Airport,Milesberg,Australia,Regional,-2.392058,16.68824,1415,4,UTC+9,AP1796,Hess-Jones Airport,East Adam,Japan,Regional,12.677397,-142.423858,2839,4,UTC+8
258,DL4217,Sky Airline,Boeing 787,1300,AP1300,Wardville,Colombia,786,AP0786,Yvettemouth,Peru,13257.79,15.36,2659.91,38699.13,0.86,2026-01-09 07:35:26,2026-01-09 22:57:02,7,22,9,1,2026,On Time,Foggy,349,160,21537.68,65,G42,T1,AP1300,Marquez-Pacheco Airport,Wardville,Colombia,National,-39.785288,6.586297,4059,3,UTC+3,AP0786,Hays Inc Airport,Yvettemouth,Peru,International,66.824813,77.285708,3152,4,UTC-4
259,SK8015,British Airways,Airbus A320,965,AP0965,New Davidfurt,Chile,2398,AP2398,Christopherfurt,Australia,7662.48,9.0,669.82,23301.59,0.97,2026-01-15 02:49:49,2026-01-15 11:49:49,2,11,15,1,2026,Delayed,Storm,265,334,6749.95,53,G31,T2,AP0965,Gordon-Herring Airport,New Davidfurt,Chile,Regional,28.986232,97.379023,4259,3,UTC+8,AP2398,Pierce-French Airport,Christopherfurt,Australia,Regional,18.695138,21.667565,1124,4,UTC+0
260,DL1036,JetSMART,ATR 72,1917,AP1917,Port Nicole,China,1889,AP1889,Lake Andrew,Spain,9235.07,10.86,1181.43,39421.77,0.88,2024-09-04 06:51:36,2024-09-04 17:43:12,6,17,4,9,2024,Delayed,Foggy,218,261,8973.18,226,G67,T3,AP1917,"Santiago, Wilson and Pitts Airport",Port Nicole,China,International,-51.838056,-48.352617,3818,6,UTC+0,AP1889,Gregory and Sons Airport,Lake Andrew,Spain,International,15.110678,-105.234545,4012,5,UTC-4
261,SK3247,Air Canada,Boeing 787,1058,AP1058,East Scott,Colombia,2916,AP2916,Hunterhaven,Italy,4725.24,5.48,844.92,18949.95,0.94,2025-03-02 14:52:32,2025-03-02 20:21:20,14,20,2,3,2025,Delayed,Storm,314,109,12731.39,44,G3,T3,AP1058,"Frank, Navarro and Sharp Airport",East Scott,Colombia,Regional,57.053603,-129.755633,705,2,UTC-4,AP2916,Patterson Ltd Airport,Hunterhaven,Italy,National,41.000674,167.312822,1575,5,UTC+9
262,DL5099,Air France,ATR 72,2418,AP2418,New Saraton,Turkey,573,AP0573,North Micheal,UAE,11911.93,14.87,2116.37,47013.59,0.91,2025-11-28 11:07:00,2025-11-29 01:59:12,11,1,28,11,2025,Cancelled,Rainy,111,339,12361.91,142,G21,T2,AP2418,Fuentes Inc Airport,New Saraton,Turkey,Regional,-52.819928,-122.257519,2209,4,UTC-5,AP0573,Reed-Craig Airport,North Micheal,UAE,Regional,-19.66539,66.388729,3946,1,UTC+0
263,AA5878,Copa Airlines,Boeing 787,614,AP0614,Brownburgh,Netherlands,411,AP0411,Hamiltonbury,Spain,762.64,1.02,120.74,3896.12,0.75,2024-10-23 13:06:54,2024-10-23 14:08:06,13,14,23,10,2024,Delayed,Storm,158,322,12924.49,150,G33,T2,AP0614,Clarke LLC Airport,Brownburgh,Netherlands,National,45.283098,64.221529,1484,5,UTC+1,AP0411,Clark Group Airport,Hamiltonbury,Spain,International,41.119256,56.736592,2908,2,UTC+8
264,AA4125,KLM,Boeing 737,2454,AP2454,Michaelhaven,Colombia,2339,AP2339,Perryside,Peru,1516.26,1.75,202.15,3848.48,0.95,2024-12-02 02:01:58,2024-12-02 03:46:58,2,3,2,12,2024,Delayed,Foggy,159,45,23853.77,155,G54,T4,AP2454,Adams-Hancock Airport,Michaelhaven,Colombia,International,-24.329249,-127.60651,829,3,UTC+0,AP2339,"Hayes, Nichols and Whitehead Airport",Perryside,Peru,National,-33.177339,-139.468764,1923,4,UTC+9
265,UA104,KLM,ATR 72,319,AP0319,Eddieberg,Mexico,2294,AP2294,New Candice,Italy,14966.1,20.14,1488.62,74747.08,0.86,2026-04-28 17:01:30,2026-04-29 13:09:54,17,13,28,4,2026,On Time,Foggy,254,260,6631.95,17,G62,T3,AP0319,George Inc Airport,Eddieberg,Mexico,International,-41.346677,86.720752,1960,2,UTC-5,AP2294,Bowers-Cain Airport,New Candice,Italy,National,-2.874928,-104.595844,2672,6,UTC-4
266,LA1482,Ryanair,Airbus A350,2533,AP2533,South Lisachester,Chile,1444,AP1444,Caseyland,Peru,6162.72,7.12,997.47,16134.09,0.92,2024-12-12 03:21:02,2024-12-12 10:28:14,3,10,12,12,2024,On Time,Rainy,172,315,18956.42,34,G21,T3,AP2533,Spears-Lewis Airport,South Lisachester,Chile,National,12.135192,-26.769381,318,1,UTC-5,AP1444,"Morris, Chavez and Elliott Airport",Caseyland,Peru,International,61.125435,-62.459714,3141,3,UTC-4
267,LA866,Avianca,Airbus A320,1166,AP1166,New Caitlin,Australia,227,AP0227,New Jeremy,Japan,7913.65,9.67,894.09,22007.37,0.98,2026-03-02 23:36:32,2026-03-03 09:16:44,23,9,2,3,2026,Cancelled,Cloudy,306,288,20113.2,82,G52,T3,AP1166,Hicks-Rodriguez Airport,New Caitlin,Australia,Regional,-2.088631,34.990538,598,1,UTC+3,AP0227,Haney and Sons Airport,New Jeremy,Japan,Regional,19.735733,104.121695,2741,1,UTC+0
268,LA7866,Avianca,Boeing 787,1861,AP1861,Kevinmouth,Argentina,1955,AP1955,Mcdonaldville,Spain,12558.86,15.66,1684.64,35575.38,0.91,2025-09-13 21:15:35,2025-09-14 12:55:11,21,12,13,9,2025,Delayed,Rainy,181,309,21683.62,90,G2,T1,AP1861,"Perry, Brown and Graves Airport",Kevinmouth,Argentina,Regional,54.482993,162.299793,1754,1,UTC+1,AP1955,Rodriguez-Kaiser Airport,Mcdonaldville,Spain,Regional,-24.408435,66.496888,3065,1,UTC+1
269,UA1576,Aeromexico,Boeing 777,2140,AP2140,Lake Karen,France,1562,AP1562,Elaineton,Australia,6836.59,8.08,760.91,23768.73,0.86,2025-01-07 19:30:12,2025-01-08 03:35:00,19,3,7,1,2025,Cancelled,Cloudy,184,96,6961.99,222,G26,T4,AP2140,Hall Group Airport,Lake Karen,France,International,-9.912397,62.139382,3455,4,UTC+8,AP1562,Smith-Landry Airport,Elaineton,Australia,National,-52.410511,117.562409,358,2,UTC-4
270,DL1626,Avianca,Embraer E190,2314,AP2314,Ellisonshire,Brazil,2966,AP2966,South Richardbury,Netherlands,8394.85,11.52,1343.36,21300.19,0.97,2026-03-26 15:05:33,2026-03-27 02:36:45,15,2,26,3,2026,On Time,Cloudy,120,239,11120.02,230,G37,T1,AP2314,Brown-Brooks Airport,Ellisonshire,Brazil,Regional,-25.6233,91.677444,2925,3,UTC-5,AP2966,"Morris, Fischer and Middleton Airport",South Richardbury,Netherlands,National,49.007191,104.437975,285,1,UTC-4
271,UA8674,Lufthansa,Airbus A330,244,AP0244,Port Joshuaburgh,Japan,183,AP0183,Port Jillian,Chile,16003.23,17.96,2232.59,49448.1,0.79,2025-10-24 00:46:08,2025-10-24 18:43:44,0,18,24,10,2025,Delayed,Sunny,286,146,23911.13,154,G38,T2,AP0244,"Taylor, Hicks and Myers Airport",Port Joshuaburgh,Japan,International,49.897036,53.985846,1196,2,UTC-5,AP0183,"Soto, Mendoza and Mckenzie Airport",Port Jillian,Chile,Regional,-14.528567,-117.271367,429,2,UTC+8
272,LA7855,Qatar Airways,ATR 72,492,AP0492,East Ashleyport,United Kingdom,1125,AP1125,Jeremiahburgh,Turkey,6477.58,7.54,1252.24,35134.62,0.95,2025-09-11 12:27:50,2025-09-11 20:00:14,12,20,11,9,2025,On Time,Foggy,295,50,29942.16,213,G64,T2,AP0492,"Hickman, Mack and Harvey Airport",East Ashleyport,United Kingdom,International,66.569904,-128.745545,2292,1,UTC-5,AP1125,Chavez-Miller Airport,Jeremiahburgh,Turkey,International,55.112071,46.023817,4228,2,UTC+3
273,DL9280,Iberia,Airbus A330,488,AP0488,Moralesside,Netherlands,602,AP0602,North Monica,France,4007.89,5.39,794.92,13624.18,0.79,2026-04-20 09:59:01,2026-04-20 15:22:25,9,15,20,4,2026,Delayed,Rainy,206,79,23288.89,43,G29,T3,AP0488,"Owens, Hart and Gates Airport",Moralesside,Netherlands,National,37.446998,-92.669762,3016,5,UTC+1,AP0602,Jenkins-Jackson Airport,North Monica,France,Regional,34.845778,-137.615555,933,1,UTC+1
274,UA9481,KLM,Airbus A330,1776,AP1776,Port Christopher,Germany,2473,AP2473,Bennettmouth,Canada,2856.67,3.63,345.85,10813.07,0.83,2025-10-03 21:10:55,2025-10-04 00:48:43,21,0,3,10,2025,Cancelled,Sunny,154,223,26350.25,197,G69,T3,AP1776,Erickson Group Airport,Port Christopher,Germany,Regional,-17.721627,-137.546102,1888,1,UTC+3,AP2473,Deleon LLC Airport,Bennettmouth,Canada,National,-41.6879,-126.730091,1831,2,UTC-4
275,SK9403,American Airlines,Embraer E190,2151,AP2151,Jamesmouth,China,910,AP0910,North Harrystad,United States,8840.27,9.93,902.36,28078.32,0.95,2026-04-01 22:26:07,2026-04-02 08:21:55,22,8,1,4,2026,Cancelled,Storm,158,141,15955.81,187,G35,T1,AP2151,"Holloway, Smith and Vance Airport",Jamesmouth,China,National,45.737187,142.480883,1304,2,UTC+0,AP0910,Shaw Inc Airport,North Harrystad,United States,International,10.072214,57.234343,2559,1,UTC+3
276,AA8306,Qatar Airways,ATR 72,2785,AP2785,Jacobsville,Argentina,2990,AP2990,Lake Craig,Peru,9918.41,11.44,1552.39,25155.7,0.98,2025-10-19 16:20:43,2025-10-20 03:47:07,16,3,19,10,2025,Delayed,Rainy,159,86,12333.63,71,G31,T3,AP2785,"Moore, Schmitt and Hopkins Airport",Jacobsville,Argentina,National,43.401457,82.189244,1524,1,UTC+0,AP2990,Walters Inc Airport,Lake Craig,Peru,Regional,-37.308008,124.043071,3007,4,UTC+9
277,SK3710,British Airways,Boeing 737,2617,AP2617,Johnsonview,Brazil,2314,AP2314,Ellisonshire,Brazil,10941.16,12.17,1973.13,46717.65,0.75,2026-03-19 11:24:23,2026-03-19 23:34:35,11,23,19,3,2026,Delayed,Storm,95,196,15173.13,165,G53,T1,AP2617,Miller Inc Airport,Johnsonview,Brazil,Regional,-8.084309,-164.925665,322,6,UTC+1,AP2314,Brown-Brooks Airport,Ellisonshire,Brazil,Regional,-25.6233,91.677444,2925,3,UTC-5
278,DL4618,Air France,Airbus A330,1818,AP1818,New Victoria,China,606,AP0606,Thomaston,United Kingdom,5341.63,6.89,1058.41,16913.67,0.87,2024-06-03 16:26:28,2024-06-03 23:19:52,16,23,3,6,2024,On Time,Storm,262,82,16724.73,115,G45,T4,AP1818,"Anthony, Erickson and Townsend Airport",New Victoria,China,Regional,34.789912,36.208382,2864,1,UTC-5,AP0606,"Rice, Burke and Taylor Airport",Thomaston,United Kingdom,International,63.680752,100.62944,614,6,UTC+8
279,UA3931,Copa Airlines,Boeing 737,2048,AP2048,Martinezville,Italy,1162,AP1162,North John,United Kingdom,13751.07,17.98,1366.87,71344.57,0.95,2026-04-04 05:38:39,2026-04-04 23:37:27,5,23,4,4,2026,Delayed,Rainy,114,305,11810.24,132,G78,T1,AP2048,"Brady, Graham and Nelson Airport",Martinezville,Italy,National,24.735372,13.892434,1496,2,UTC+9,AP1162,Gray-White Airport,North John,United Kingdom,National,-38.725084,128.281582,1765,3,UTC+8
280,SK1902,LATAM Airlines,Embraer E190,1905,AP1905,Bryantview,Turkey,1254,AP1254,Jamesshire,Argentina,10792.39,15.09,1814.48,31810.12,0.86,2024-08-12 04:47:26,2024-08-12 19:52:50,4,19,12,8,2024,Delayed,Sunny,302,327,12166.7,74,G31,T3,AP1905,Bailey-Mitchell Airport,Bryantview,Turkey,International,-11.880319,-174.913384,1578,3,UTC+0,AP1254,"Lang, Harris and Carroll Airport",Jamesshire,Argentina,National,4.169445,88.73867,3025,1,UTC+3
281,LA3833,Iberia,Airbus A330,2284,AP2284,West Kiara,Germany,2672,AP2672,New Nataliechester,Brazil,10546.13,13.1,1320.76,50185.83,0.85,2026-01-27 09:20:00,2026-01-27 22:26:00,9,22,27,1,2026,Delayed,Storm,330,165,7126.95,101,G62,T4,AP2284,Silva-Fernandez Airport,West Kiara,Germany,National,-7.317831,133.290182,1223,4,UTC+0,AP2672,Pierce-Gonzalez Airport,New Nataliechester,Brazil,International,-18.196043,-129.134801,3521,4,UTC+3
282,LA9078,Sky Airline,Boeing 787,789,AP0789,Marshallhaven,United States,825,AP0825,Angelicashire,Japan,1952.59,2.24,316.57,6117.41,0.95,2025-11-28 03:11:32,2025-11-28 05:25:56,3,5,28,11,2025,Cancelled,Cloudy,285,250,26747.72,121,G74,T3,AP0789,Evans-Gomez Airport,Marshallhaven,United States,Regional,62.177615,7.533451,2075,4,UTC+8,AP0825,"Simpson, Reynolds and Smith Airport",Angelicashire,Japan,National,54.974063,-23.650417,987,2,UTC+8
283,SK8407,Avianca,ATR 72,347,AP0347,East Seanfort,Chile,215,AP0215,Hamiltonfurt,France,4294.74,4.78,657.4,11784.11,0.75,2024-08-26 16:35:44,2024-08-26 21:22:32,16,21,26,8,2024,On Time,Foggy,238,63,12229.11,192,G27,T4,AP0347,Ward and Sons Airport,East Seanfort,Chile,International,39.522427,172.256646,3792,6,UTC+8,AP0215,Johnson and Sons Airport,Hamiltonfurt,France,Regional,8.744008,146.132183,2862,3,UTC+8
284,IB8352,British Airways,Boeing 777,948,AP0948,Michaelborough,Spain,520,AP0520,Gregoryland,Peru,16538.12,21.99,2755.06,56461.8,0.95,2025-06-15 15:23:06,2025-06-16 13:22:30,15,13,15,6,2025,On Time,Rainy,235,51,25471.43,163,G39,T2,AP0948,"Johnson, Tate and Reyes Airport",Michaelborough,Spain,Regional,24.210958,107.315367,2559,5,UTC-5,AP0520,Keller LLC Airport,Gregoryland,Peru,Regional,4.748624,-60.575762,1650,2,UTC+0
285,IB9291,Avianca,Boeing 737,2421,AP2421,Lake Daniel,UAE,2771,AP2771,Beckertown,UAE,10690.39,14.54,980.51,53294.88,0.92,2024-07-07 16:12:30,2024-07-08 06:44:54,16,6,7,7,2024,Cancelled,Storm,296,55,12806.91,52,G24,T1,AP2421,Cox-Flores Airport,Lake Daniel,UAE,National,0.770651,-96.414937,671,4,UTC+8,AP2771,Graves-Abbott Airport,Beckertown,UAE,Regional,6.328676,-0.149592,1819,4,UTC+1
286,IB342,British Airways,Airbus A350,1089,AP1089,Michelestad,China,2921,AP2921,Littleberg,Germany,9814.34,10.97,1515.73,26588.86,0.93,2024-11-09 10:43:22,2024-11-09 21:41:34,10,21,9,11,2024,Cancelled,Foggy,160,300,25339.86,20,G73,T2,AP1089,"Murphy, Moore and Dillon Airport",Michelestad,China,National,-1.988519,5.130361,3338,1,UTC+9,AP2921,Mejia Inc Airport,Littleberg,Germany,National,-32.369506,94.333164,3702,4,UTC+1
287,AA3923,Aeromexico,Boeing 737,1561,AP1561,New Kathyland,Australia,548,AP0548,Port Douglas,Italy,3208.77,3.89,577.17,9177.06,0.79,2026-04-19 07:42:58,2026-04-19 11:36:22,7,11,19,4,2026,Delayed,Sunny,343,256,24848.4,78,G79,T3,AP1561,"Welch, Rogers and Hart Airport",New Kathyland,Australia,International,35.538365,-130.575134,96,5,UTC-5,AP0548,Grant LLC Airport,Port Douglas,Italy,International,63.632685,-119.820677,1735,2,UTC-4
288,IB9788,Air Canada,Airbus A350,1148,AP1148,New Rose,Japan,531,AP0531,West Caitlinshire,United Kingdom,13475.4,18.14,1176.88,50070.21,0.82,2025-07-02 13:32:50,2025-07-03 07:41:14,13,7,2,7,2025,On Time,Cloudy,237,194,20925.55,163,G77,T1,AP1148,Riley Inc Airport,New Rose,Japan,Regional,-4.213898,-167.802595,656,4,UTC+1,AP0531,"Chavez, Perez and Greene Airport",West Caitlinshire,United Kingdom,National,-11.096104,-44.874875,3927,5,UTC+8
289,UA7466,LATAM Airlines,Boeing 777,655,AP0655,West Nicholeburgh,Netherlands,2383,AP2383,Snyderhaven,Brazil,8932.65,12.27,1419.01,29896.07,0.94,2024-05-13 20:27:08,2024-05-14 08:43:20,20,8,13,5,2024,Cancelled,Cloudy,102,214,24766.25,112,G25,T1,AP0655,Boyd-Nelson Airport,West Nicholeburgh,Netherlands,Regional,-10.239301,102.251321,2603,5,UTC-4,AP2383,Richards LLC Airport,Snyderhaven,Brazil,Regional,-3.343029,21.479969,1902,2,UTC-4
290,DL3901,Air Canada,Embraer E190,2185,AP2185,Rodriguezport,Brazil,42,AP0042,South Kellyport,Brazil,8245.2,10.38,870.3,27006.25,0.9,2024-10-05 15:21:40,2024-10-06 01:44:28,15,1,5,10,2024,Cancelled,Cloudy,97,115,23701.49,177,G10,T4,AP2185,"Williams, Wagner and Doyle Airport",Rodriguezport,Brazil,Regional,-36.393781,114.838362,248,5,UTC-5,AP0042,"Brown, Walton and Jenkins Airport",South Kellyport,Brazil,International,19.379388,63.076519,1926,4,UTC-5
291,LA6430,Copa Airlines,Embraer E190,2377,AP2377,Patrickbury,Germany,579,AP0579,Port Marcusburgh,Brazil,6363.5,7.19,942.42,26194.28,0.85,2025-04-12 06:08:47,2025-04-12 13:20:11,6,13,12,4,2025,Cancelled,Cloudy,128,215,26607.82,135,G75,T1,AP2377,Trujillo-Williams Airport,Patrickbury,Germany,International,37.544549,160.802075,193,4,UTC+1,AP0579,Erickson-Wood Airport,Port Marcusburgh,Brazil,Regional,54.561848,-114.791091,799,4,UTC-4
292,SK2425,Turkish Airlines,Boeing 737,668,AP0668,North Cynthia,Chile,922,AP0922,Krystalborough,Japan,16840.3,23.2,3180.58,61279.17,0.95,2025-03-20 16:48:40,2025-03-21 16:00:40,16,16,20,3,2025,Delayed,Sunny,172,269,23466.61,29,G61,T1,AP0668,Ballard and Sons Airport,North Cynthia,Chile,National,-4.045903,-17.594761,3313,4,UTC+0,AP0922,Pierce-Williams Airport,Krystalborough,Japan,National,1.660383,-169.104912,3893,1,UTC+0
293,UA885,Air France,Airbus A320,1392,AP1392,North Zachary,Japan,1196,AP1196,Suzanneville,Colombia,12597.85,14.77,1508.85,68431.26,0.85,2025-04-22 02:36:59,2025-04-22 17:23:11,2,17,22,4,2025,Cancelled,Foggy,86,305,19578.03,221,G9,T4,AP1392,"Glass, Kramer and Griffin Airport",North Zachary,Japan,Regional,5.266297,-59.362121,3677,4,UTC+3,AP1196,Mcclure Group Airport,Suzanneville,Colombia,National,-43.189455,57.907891,2075,3,UTC+0
294,UA9115,JetSMART,Embraer E190,757,AP0757,Adamsstad,Colombia,802,AP0802,Richardview,Japan,10103.98,13.65,1586.58,37448.72,0.88,2025-05-02 18:33:19,2025-05-03 08:12:19,18,8,2,5,2025,Delayed,Foggy,237,55,20154.89,4,G59,T2,AP0757,"King, Boyer and Navarro Airport",Adamsstad,Colombia,International,-11.113689,64.650907,1629,5,UTC+3,AP0802,"Smith, Cochran and Cruz Airport",Richardview,Japan,Regional,-47.08228,168.178737,3174,2,UTC+3
295,SK3112,Aeromexico,Embraer E190,1118,AP1118,New Christinachester,France,2114,AP2114,East Terri,Spain,12730.36,15.3,1586.12,51213.31,0.89,2025-02-10 03:52:43,2025-02-10 19:10:43,3,19,10,2,2025,On Time,Sunny,284,316,1063.28,239,G76,T1,AP1118,Mclaughlin-Kemp Airport,New Christinachester,France,National,-42.492915,63.040066,2752,4,UTC+3,AP2114,"Moore, Wagner and Martin Airport",East Terri,Spain,National,-1.685685,-170.850964,4450,2,UTC-5
296,AA7837,Copa Airlines,Boeing 777,1852,AP1852,Ronniemouth,Argentina,2367,AP2367,Powellview,Turkey,12895.44,14.59,2410.25,55444.23,0.96,2025-10-03 05:34:50,2025-10-03 20:10:14,5,20,3,10,2025,On Time,Sunny,86,311,4870.6,4,G31,T1,AP1852,Lopez-Brewer Airport,Ronniemouth,Argentina,National,62.725745,25.619459,3644,5,UTC-4,AP2367,Chapman-Smith Airport,Powellview,Turkey,International,-44.629415,80.740309,770,4,UTC+1
297,UA3288,KLM,Embraer E190,19,AP0019,Garciaport,Turkey,2593,AP2593,Juarezshire,Japan,8506.09,10.42,909.35,22715.14,0.93,2025-09-02 00:06:17,2025-09-02 10:31:29,0,10,2,9,2025,Delayed,Cloudy,236,235,19276.21,47,G33,T3,AP0019,Cain-Malone Airport,Garciaport,Turkey,International,30.035426,-138.761373,4398,3,UTC+9,AP2593,Meyer-Caldwell Airport,Juarezshire,Japan,National,-35.325355,178.998357,4365,6,UTC+3
298,LA3026,LATAM Airlines,Embraer E190,319,AP0319,Eddieberg,Mexico,2758,AP2758,Owensstad,Germany,8625.25,10.35,1671.54,39170.71,0.96,2026-04-14 23:51:12,2026-04-15 10:12:12,23,10,14,4,2026,Cancelled,Cloudy,222,123,20071.25,95,G28,T4,AP0319,George Inc Airport,Eddieberg,Mexico,International,-41.346677,86.720752,1960,2,UTC-5,AP2758,Hall LLC Airport,Owensstad,Germany,National,-54.159184,-50.044827,1925,5,UTC+3
299,AA7612,Lufthansa,Airbus A350,316,AP0316,Mcgeeburgh,Netherlands,2322,AP2322,New Jonathanshire,United States,11847.47,13.91,2314.34,30278.6,0.77,2026-04-04 15:27:12,2026-04-05 05:21:48,15,5,4,4,2026,On Time,Cloudy,206,331,14089.13,210,G8,T2,AP0316,Johnson LLC Airport,Mcgeeburgh,Netherlands,Regional,12.89886,142.473766,3232,3,UTC+9,AP2322,Fox-Cooper Airport,New Jonathanshire,United States,International,18.708583,-104.818821,4026,1,UTC+0
300,DL4069,Copa Airlines,ATR 72,2388,AP2388,Port Terribury,Turkey,2324,AP2324,West Leslieberg,Germany,9916.64,11.58,844.25,35999.07,0.93,2025-03-19 15:21:12,2025-03-20 02:56:00,15,2,19,3,2025,On Time,Rainy,91,220,11290.93,178,G55,T3,AP2388,Murphy-Stone Airport,Port Terribury,Turkey,International,-36.735951,-134.29599,4176,2,UTC+9,AP2324,"Williams, Johnson and Johnson Airport",West Leslieberg,Germany,Regional,-54.081257,45.964726,2305,3,UTC+3
301,DL4661,LATAM Airlines,Airbus A350,1117,AP1117,South Paula,Netherlands,2988,AP2988,Jeremiahtown,China,4369.67,5.28,827.01,20807.05,0.92,2024-07-28 05:12:56,2024-07-28 10:29:44,5,10,28,7,2024,Delayed,Rainy,331,319,5259.24,90,G73,T4,AP1117,Jenkins-Roberts Airport,South Paula,Netherlands,International,68.220598,-44.014466,3197,3,UTC+3,AP2988,Bruce-Williams Airport,Jeremiahtown,China,National,59.530979,-142.115115,2839,6,UTC+0
302,UA6835,Sky Airline,Airbus A350,1109,AP1109,Elizabethshire,United Kingdom,134,AP0134,Virginiamouth,Japan,17332.84,20.96,3389.84,56267.76,0.84,2025-06-24 17:44:06,2025-06-25 14:41:42,17,14,24,6,2025,On Time,Cloudy,289,59,12053.63,206,G60,T4,AP1109,"Rogers, Ali and Richardson Airport",Elizabethshire,United Kingdom,Regional,14.222987,14.181259,3848,4,UTC+3,AP0134,Cruz-Robinson Airport,Virginiamouth,Japan,National,-14.590777,169.266502,3311,5,UTC+9
303,SK8039,JetSMART,Boeing 787,2278,AP2278,New Robert,Spain,1656,AP1656,West Barbara,Chile,6209.95,8.04,980.11,26429.06,0.78,2024-12-24 07:02:05,2024-12-24 15:04:29,7,15,24,12,2024,Cancelled,Sunny,201,135,18540.13,99,G24,T2,AP2278,"Johnson, Bean and Martin Airport",New Robert,Spain,National,18.517328,149.880018,2961,6,UTC+8,AP1656,"Wood, Peterson and Harper Airport",West Barbara,Chile,National,-30.771386,122.564445,3097,3,UTC+8
304,UA1290,Aeromexico,Boeing 777,1849,AP1849,Wigginsville,Canada,1667,AP1667,Jacobsville,United Kingdom,5010.05,6.22,681.57,20997.25,0.78,2025-08-09 03:06:20,2025-08-09 09:19:32,3,9,9,8,2025,On Time,Cloudy,246,233,18697.91,151,G77,T2,AP1849,Riley Ltd Airport,Wigginsville,Canada,National,68.600697,91.24877,1897,6,UTC+0,AP1667,Cuevas-Butler Airport,Jacobsville,United Kingdom,International,64.15367,-54.520783,2411,4,UTC+8
305,SK4162,Air France,ATR 72,276,AP0276,Lake Josephmouth,United Kingdom,849,AP0849,New Gracestad,United States,7199.22,8.47,1447.81,37755.87,0.89,2026-01-06 20:24:39,2026-01-07 04:52:51,20,4,6,1,2026,Cancelled,Storm,274,324,15928.27,181,G64,T4,AP0276,"Gibson, Morrow and Williams Airport",Lake Josephmouth,United Kingdom,International,-9.887934,26.019867,3828,5,UTC-4,AP0849,Lambert PLC Airport,New Gracestad,United States,Regional,-22.790079,-40.618588,241,5,UTC+0
